,smiles,hepatotoxicity,mito_toxicity
2116,CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O.[C-]#N.[Co+3],0,1.0
1834,CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1,0,0.0
793,c1cc(c(c(c1)Cl)SC(CCc2ccc(cc2)Cl)Cn3ccnc3)Cl,0,1.0
6351,S1[C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC)/c2nc(sc2)N)C(=C(C1)CSc1n([nH]c(=O)c(=O)n1)C)C(=O)O,1,0.0
2674,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,0,0.0
94,CC(=O)NC(CS)C(=O)O,0,0.0
4225,COC1=CC(=O)OC(C=Cc2ccccc2)C1,1,0.0
3756,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1,0.0
2891,CCc1c(c(nc(n1)N)N)c2ccc(cc2)Cl,0,0.0
2371,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,0,0.0
5309,O(CC[N+](C)(C)C)C(=O)N,0,0.0
5676,O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,0,1.0
3228,CCN(CC)CCCN(c1ccccc1)C2Cc3ccccc3C2,1,0.0
5711,O=C1C(=C(NC(=O)OCC)C(=O)C(=C1NC(=O)OCC)N1CC1)N1CC1,1,0.0
2853,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,0,1.0
5937,O1[C@@H](CCC1)C(=O)N1CCN(CC1)c1nc2c(c(n1)N)cc(OC)c(OC)c2,0,0.0
2912,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,1,1.0
1865,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)N,0,1.0
4612,CON=C(c1ccco1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,1,0.0
1857,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,0,1.0
2645,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0,0.0
2243,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1,1.0
2336,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,1,0.0
950,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=CC(=O)O)C(=O)O,1,1.0
3068,CCCCCCCCC=CCCCCCCCC(=O)O.C(CO)N,0,0.0
1120,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,1,1.0
2597,Cc1cn(C2OC(CO)C(O)C2F)c(=O)[nH]c1=O,1,0.0
2204,CC12CCC3C(C1CCC2(C#C)O)CCC4=Cc5c(cno5)CC34C,1,0.0
419,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,0.0
922,c1ccc(c(c1)CC(=O)NC2C3N(C2=O)C(=C(CS3)CSc4nnnn4CC(=O)O)C(=O)O)CN,1,0.0
1254,CC(=O)OC1C(Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC,1,0.0
477,C[N+](C)(C)CCO,0,0.0
2035,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,1,0.0
1202,CC(=O)Nc1ccc(cc1)O,1,0.0
2626,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,1,0.0
6175,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,0,0.0
1970,CC1(C)CC2C1CCC1(C)CC2(O)CCC1O,0,1.0
3110,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,1,0.0
4018,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,1,0.0
2151,CC1=CCC(O)C(C=O)=CC2C(CCC(C)=CCC1)C2(C)C,0,1.0
3687,CN(C)C1C2C(C3C(=C)c4cccc(c4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)O,1,1.0
4916,N1C(=NCC1)[C@H]1CCCc2c1cccc2,0,0.0
1997,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1,0.0
4033,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,0.0
6293,S(CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(=O)OCC(C)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,0,0.0
3054,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,1.0
1248,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0,0.0
2192,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,0,0.0
2712,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,1.0
992,c1ccc(cc1)COc2ccc(cc2)O,0,1.0
2190,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12,0,1.0
4670,FC(F)(F)c1cc(CCCN[C@@H](c2c3c(ccc2)cccc3)C)ccc1,0,0.0
5142,NNCCc1ccccc1,1,0.0
3762,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,1,0.0
3597,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,0,0.0
4711,Fc1cc2onc([C@H]3CCN(CC3)CCc3c(=O)n4CCC[C@H](O)c4nc3C)c2cc1,0,0.0
1318,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],0,0.0
1863,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)N,0,0.0
2343,Cc1c2cc3nc(cc4c(c(c([nH]4)cc5nc(cc(c1CCC(=O)OC)[nH]2)C(=C5C)CCC(=O)O)C=C)C)C6=CC=C(C(C36C)C(=O)OC)C(=O)OC,1,1.0
2449,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,0,1.0
2136,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,1,1.0
1065,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,0,0.0
6366,S1[C@H]2N(C(=O)[C@H]2NC(=O)CSc2ccncc2)C(=C(C1)COC(=O)C)C(=O)O,1,0.0
4227,COC1=CC=CC=C1OCC(CO)O,0,0.0
2621,CC1NC(=O)C(CC(C)(O)CO)NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,1,1.0
77,c1ccncc1,1,0.0
2898,CCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)O)I,1,1.0
4820,N[C@]12C[C@@]3(C[C@](C1)(C[C@@H](C3)C2)C)C,1,0.0
1314,CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0,1.0
5590,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1,1.0
872,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,0,0.0
3850,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O,0,0.0
6137,Oc1nc(O)c2cn[nH]c2n1,0,0.0
2965,CCCC=C1OC(=O)c2ccccc21,0,0.0
3391,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1,1.0
2560,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,0,1.0
6284,S(c1n(cnc1N(=O)=O)C)c1ncnc2nc[nH]c12,1,1.0
2635,Cc1ncc([N+](=O)[O-])n1CCO,1,0.0
5256,O(C[C@@H](O)CNC(C)C)c1ccc(CCOC)cc1,1,0.0
3530,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N=C(Nc2c1)CSCc1ccccc1,0,0.0
375,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,0.0
1908,CC=C(c1ccc(cc1)O)C(=CC)c2ccc(cc2)O,0,1.0
4429,COc1ccc(C=C2C(=O)OCC2Cc2ccc3c(c2)OCO3)cc1OC,0,1.0
5540,O=C(NC(C)(C)C)[C@H]1N(C[C@@H]2[C@H](C1)CCCC2)C[C@@H](O)[C@@H](NC(=O)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1,1,1.0
5599,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.0
4027,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,1,1.0
1604,CC(C)Cc1ccc(CC(=O)O)cc1,1,0.0
1118,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,1,0.0
3677,CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,1,1.0
3490,ClC1=C(N2[C@@H]([C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)CC1)C(=O)O,1,0.0
6240,S(=O)(=O)(N1CCN(CC1)C)c1cc(c2[nH]c3c(nn(c3c(=O)n2)C)CCC)c(OCC)cc1,1,0.0
2958,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,1,0.0
1994,CC1(C)CCC2(C)CCC3(C)C4CC=C5C(CCC(O)C5(C)C)C4(C)CCC3(C)C2C1,0,1.0
6361,S1[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](O)c2ccccc2)C(=C(C1)CSc1n(nnn1)C)C(=O)O,1,0.0
5564,O=C(NCCN(CC)CC)c1ccc(N)cc1,1,0.0
2376,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,1,1.0
1342,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1,0.0
320,C(=C(Cl)Cl)Cl,1,0.0
1619,CC(C)Cn1cnc2c(N)nc3ccccc3c21,1,0.0
3713,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,1,0.0
5867,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,1,1.0
2060,Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,0,0.0
2219,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,1,0.0
1673,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl,0,0.0
260,[S@@](=O)(Cc1ncc(c(OC)c1C)C)c1[nH]c2c(n1)ccc(OC)c2,0,0.0
5655,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,1,0.0
2039,CC1(CCCCC1)COc2ccc(cc2)CC3C(=O)NC(=O)S3,1,1.0
4785,N(=O)(=O)c1cc(cc(c1O)O)C(=O)c1ccc(cc1)C,1,1.0
901,c1cc2c(cc(nc2c(c1)C(F)(F)F)C(F)(F)F)C(C3CCCCN3)O,0,1.0
3744,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,0,0.0
2026,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1,0.0
4234,COC1C(C(C(C(O1)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O,1,0.0
1917,CC=C1CC(C)C(C)(OC(C)=O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,1,0.0
1828,CC(NN)c1ccccc1,1,0.0
1573,CC(C)c1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)C(=O)O,0,0.0
4415,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,0,1.0
4749,Ic1cc(C[C@H](N)C(=O)O)cc(I)c1Oc1cc(I)c(O)c(I)c1,0,1.0
5620,O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0.0
4654,F[C@@]12[C@H]([C@H]3[C@@]([C@](O)(CC3)C(=O)C)(C[C@@H]1O)C)C[C@@H](C1=CC(=O)C=C[C@]21C)C,0,1.0
4208,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)Cc3cccs3,1,0.0
4627,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,1,1.0
224,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,0,0.0
723,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0,0.0
5747,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1,1.0
1141,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,0,0.0
2762,CCC(C(=O)N)N1CCCC1=O,1,0.0
846,c1cc(ccc1C2CCNCC2COc3ccc4c(c3)OCO4)F,0,0.0
4289,COc1cc(C(O)C(CO)Oc2ccc(C=CCO)cc2OC)ccc1COC1OC(CO)C(O)C(O)C1O,0,1.0
5042,Nc1ccc(O)c(C(=O)O)c1,1,1.0
2551,Cc1cccc(c1)CN2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl,0,0.0
2928,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1,0.0
117,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,1,1.0
645,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC.C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)OC)c(CCC(=O)O)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,1,1.0
3,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,0,0.0
4170,COC(=O)C12Oc3cc(C)c(-c4c(C)cc5c(c4O)C(O)=C4C(=O)CCC(O)C4(CO)O5)c(O)c3C(O)=C1C(=O)CCC2OC(=O)c1ccccc1,0,1.0
467,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O,1,0.0
5,C(CN)CNCCSP(=O)(O)O,0,0.0
5342,O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)C2=C(C[C@H]3C)CC(=O)CC2)CC1)C)C#C,0,0.0
919,c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,1,0.0
2595,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1,0.0
4324,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0,1.0
1063,c1cn(c(n1)N(=O)=O)CC(=O)NCCO,1,0.0
2590,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1,0.0
242,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],0,0.0
5572,O=C(O)C(Cl)Cl,0,0.0
1160,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,1,0.0
2870,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,0,1.0
3735,CN(C)CCC=C1c2ccccc2CCc3c1cccc3,0,0.0
2397,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,1,1.0
3517,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1,1.0
3421,CCOc1ccccc1OCC1CNCCO1,1,0.0
2563,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,1,0.0
1605,CC(C)Cc1ccc(cc1)C(C)C(=O)O,1,0.0
6187,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,1,0.0
2324,CC1C(OCCN1)c2ccccc2,0,0.0
2709,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,1,0.0
5626,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,1,0.0
1312,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,1,0.0
3448,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,0,0.0
3812,CN(c1c(c(c(c(c1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)c2c(c(c(c(c2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I,0,0.0
5965,O1[C@H]([C@H](NC(=O)C)[C@@H](N=C(N)N)C=C1C(=O)O)[C@H](O)[C@H](O)CO,0,0.0
2362,Cc1cc(c(c(c1CC2=NCCN2)C)O)C(C)(C)C,0,1.0
1975,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,0,1.0
3514,Clc1c(cc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2)cc1)C(F)(F)F,1,1.0
1761,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1,1.0
5401,O[C@H]([C@@H]1N2C[C@@H]([C@H](C1)CC2)C=C)c1c2c(ncc1)ccc(OC)c2,1,1.0
2739,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,0,0.0
5973,O1[C@H]2[C@]34c5c(ccc(c51)O)C[C@@H](C3CCC2=O)N(C)CC4,0,0.0
2472,Cc1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)F,1,0.0
4007,CN1CCCN=C1/C=C/C2=CC=CS2,0,0.0
4718,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,0,0.0
1493,CC(C)=CC(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C,0,1.0
4206,COC(F)(F)C(Cl)Cl,1,0.0
2158,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,0,1.0
1169,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,1,0.0
5787,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1,0.0
232,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,1,1.0
66,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],1,1.0
1603,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1,0.0
3283,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,0,0.0
3596,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0,1.0
4632,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,1,0.0
125,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,0,0.0
5350,O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)C[C@@H](O)[C@@]1([C@@H](CC2)C1=CC(=O)OC1)C,0,1.0
1296,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0.0
1976,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0,1.0
5788,O=c1ccc(=O)[nH][nH]1,1,0.0
5742,O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,0,1.0
2075,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1,0.0
4580,COCCCCC(=NOCCN)c1ccc(Cl)cc1,1,0.0
6059,OC(CBr)C(O)C(O)C(O)CBr,1,0.0
3086,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,0,1.0
5554,O=C(Nc1ccc(cc1)C(=O)O)[C@@H](NC(=O)c1ccccc1)Cc1ccc(O)cc1,0,0.0
3345,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0,1.0
5722,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,0,1.0
2797,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,1,0.0
918,c1ccc(c(c1)C(c2ccc(cc2)Cl)C(Cl)Cl)Cl,0,1.0
1646,CC(C)NCC(c1ccc(c(c1)O)O)O,0,0.0
5122,NCCCC(=O)O,0,0.0
5126,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0,0.0
4978,NC(=O)NS(=O)(=O)c1ccc(N)cc1,1,0.0
5431,O=C([C@@H](NC(=O)C)CS)O,0,0.0
4621,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0,0.0
364,C(CC(C(F)F)(C(=O)O)N)CN,0,0.0
3287,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,0,0.0
2125,CC1=CC(=O)C(C(C)C)CC1,1,0.0
4123,CNCCCN1c2ccccc2CCc3c1cccc3,0,0.0
4569,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,1,0.0
525,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1,1.0
4821,N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,0,0.0
55,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,1,0.0
638,C=CC1=CC(C)C(C)(OC(C)=O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23[O-],1,0.0
302,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0,0.0
2766,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,1.0
1276,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1,1.0
4720,Fc1ccc(c2c(n(C(C)C)c3c2cccc3)/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)cc1,1,1.0
2055,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1,0.0
5376,O[C@@H](CNCCCCc1ccc(O)cc1)c1cc(O)c(O)cc1,0,0.0
